restaurant_id,name,category,price_tier,neighborhood,opening_time,closing_time,average_rating,good_for_kids
335,The Breakfast Nook,Italian,medium,Park Slope,10:30,20:00,4,false
336,Burger Haven,Indian,expensive,Williamsburg,9:00,17:00,4,false
337,The Hungry Owl,Korean,expensive,Williamsburg,12:00,19:00,1,true
338,Mama Mia's Pizzeria,Mediterranean,medium,Bronx,9:00,20:00,5,false
339,Pasta Paradise,Indian,cheap,Harlem,9:00,18:00,3,false
340,Green Leaf Salad Bar,Korean,expensive,Manhattan,11:30,18:00,1,false
341,Sizzle Grill,Chinese,medium,Park Slope,10:30,17:00,2,false
342,The Hungry Owl,Mediterranean,expensive,Bronx,9:30,17:00,5,false
343,The Hungry Owl,Mexican,medium,Staten Island,10:00,20:00,5,true
344,The Breakfast Nook,Japanese,cheap,Astoria,11:30,16:00,2,false
345,Smokehouse BBQ,Indian,medium,Park Slope,10:30,20:00,4,true
346,Sizzle Grill,Indian,cheap,Harlem,9:00,21:00,3,false
347,Taco Town,Mediterranean,cheap,Staten Island,10:30,20:00,3,true
348,Cafe Luna,Japanese,expensive,Park Slope,10:30,17:00,1,false
349,The Breakfast Nook,Mediterranean,expensive,Manhattan,10:30,19:00,3,false
350,Burger Haven,Japanese,expensive,Williamsburg,9:00,21:00,4,true
351,Burger Haven,Mexican,cheap,Greenwich Village,11:30,17:00,5,false
352,Ocean Breeze Seafood,Japanese,expensive,Manhattan,11:00,16:00,3,true
353,Ocean Breeze Seafood,Italian,expensive,Greenwich Village,9:00,16:00,3,false
354,Ocean Breeze Seafood,Japanese,cheap,Harlem,9:00,17:00,4,true
355,Sushi Samurai,Italian,cheap,Brooklyn,9:00,21:00,3,true
356,The Coffee House,Mexican,cheap,Greenwich Village,12:00,19:00,1,true
357,Ocean Breeze Seafood,Indian,cheap,Queens,10:00,17:00,1,false
358,Pizza Palace,Indian,expensive,Park Slope,10:00,16:00,1,false
359,The Breakfast Nook,Korean,medium,Manhattan,10:30,16:00,5,true
360,Pasta Paradise,Japanese,cheap,Park Slope,11:30,18:00,1,false
361,Green Leaf Salad Bar,Chinese,expensive,Brooklyn,9:00,21:00,5,false
362,Taste of India,Indian,medium,Astoria,12:00,20:00,2,true
363,Pizza Palace,Chinese,medium,Bronx,9:00,21:00,4,false
364,Sushi Samurai,Mexican,cheap,Staten Island,11:30,18:00,5,true
365,Cafe Luna,Japanese,medium,Williamsburg,12:00,18:00,1,false
366,Ocean Breeze Seafood,Korean,cheap,Bronx,9:00,19:00,5,false
367,Pasta Paradise,Mediterranean,medium,Queens,10:30,18:00,4,true
368,Green Leaf Salad Bar,Japanese,expensive,Staten Island,11:30,20:00,4,true
369,Taco Town,Mexican,medium,Harlem,10:00,18:00,1,false
370,The Cheesecake Factory,Korean,cheap,Park Slope,9:00,16:00,2,false
371,Pasta Paradise,Mediterranean,medium,Park Slope,9:00,19:00,5,false
372,Taste of India,Indian,medium,Astoria,12:00,19:00,5,false
373,Sweet Treats Bakery,Mediterranean,cheap,Queens,11:30,17:00,4,false
374,Deli Delight,Chinese,medium,Greenwich Village,11:00,19:00,2,true
375,Taste of India,Japanese,expensive,Bronx,10:30,16:00,1,false
376,The Spice Route,Mexican,expensive,Harlem,9:00,16:00,2,true
377,Burger Haven,Japanese,medium,Brooklyn,10:30,18:00,4,false
378,Sweet Treats Bakery,Italian,cheap,Staten Island,11:00,20:00,3,false
379,Ocean Breeze Seafood,Korean,expensive,Park Slope,9:00,21:00,5,false
380,Deli Delight,Japanese,medium,Bronx,11:30,21:00,2,false
381,Taste of India,Indian,cheap,Astoria,11:30,19:00,1,true
382,The Spice Route,Italian,cheap,Harlem,11:00,21:00,4,false
383,Taco Town,Chinese,medium,Williamsburg,9:00,21:00,3,true
384,The Breakfast Nook,Indian,cheap,Harlem,11:00,19:00,3,true
385,Green Leaf Salad Bar,Korean,medium,Manhattan,11:00,19:00,3,true
386,Smokehouse BBQ,Italian,expensive,Astoria,11:30,17:00,3,false
387,Cafe Luna,Korean,expensive,Park Slope,10:00,16:00,3,false
388,Wok n Roll,Japanese,expensive,Astoria,10:00,20:00,3,true
389,Burger Haven,Indian,expensive,Greenwich Village,10:30,18:00,2,true
390,The Cheesecake Factory,Korean,expensive,Bronx,10:00,16:00,2,false
391,The Spice Route,Mexican,cheap,Bronx,10:30,21:00,2,true
392,Wok n Roll,Indian,expensive,Brooklyn,10:00,18:00,5,false
393,Cafe Luna,Korean,cheap,Staten Island,12:00,21:00,2,false
394,The Cheesecake Factory,Mediterranean,cheap,Brooklyn,10:30,21:00,4,false
395,Pasta Paradise,Indian,medium,Staten Island,9:30,21:00,2,true
396,Sushi Samurai,Mediterranean,medium,Williamsburg,10:00,21:00,2,false
397,The Hungry Owl,Italian,cheap,Manhattan,12:00,19:00,1,false
398,The Spice Route,Korean,medium,Brooklyn,9:30,19:00,5,false
399,Taste of India,Mexican,expensive,Manhattan,10:30,19:00,3,false
400,Burger Haven,Mexican,medium,Bronx,12:00,18:00,5,true
401,The Breakfast Nook,Chinese,medium,Brooklyn,12:00,17:00,4,true
402,Sweet Treats Bakery,Mediterranean,expensive,Astoria,11:00,19:00,5,true
403,The Spice Route,Mexican,expensive,Brooklyn,11:30,18:00,2,false
404,Sushi Samurai,Mediterranean,cheap,Greenwich Village,12:00,16:00,3,false
405,Sushi Samurai,Chinese,medium,Harlem,10:30,17:00,1,false
406,Pizza Palace,Japanese,medium,Staten Island,11:30,21:00,5,false
407,Sweet Treats Bakery,Mexican,cheap,Bronx,12:00,19:00,1,false
408,The Coffee House,Italian,medium,Park Slope,11:30,20:00,5,true
409,Pizza Palace,Chinese,cheap,Astoria,11:30,20:00,1,true
410,The Coffee House,Chinese,expensive,Staten Island,10:00,20:00,4,true
411,The Hungry Owl,Japanese,medium,Greenwich Village,12:00,19:00,4,false
412,Ocean Breeze Seafood,Japanese,cheap,Manhattan,11:30,17:00,5,true
413,Pizza Palace,Italian,expensive,Bronx,11:00,21:00,2,false
414,Mama Mia's Pizzeria,Korean,expensive,Staten Island,12:00,16:00,4,true
415,Wok n Roll,Italian,cheap,Manhattan,10:00,21:00,3,false
416,The Breakfast Nook,Mediterranean,expensive,Greenwich Village,10:30,20:00,5,false
417,Burger Haven,Mediterranean,cheap,Greenwich Village,11:00,19:00,3,false
418,Mama Mia's Pizzeria,Italian,cheap,Manhattan,10:30,16:00,1,false
419,The Hungry Owl,Italian,cheap,Bronx,9:30,19:00,2,false
420,The Coffee House,Indian,medium,Staten Island,11:30,17:00,3,true
421,Wok n Roll,Japanese,medium,Bronx,9:30,18:00,4,false
422,Cafe Luna,Chinese,expensive,Manhattan,12:00,18:00,2,true
423,The Hungry Owl,Chinese,medium,Bronx,11:00,16:00,3,false
424,The Cheesecake Factory,Chinese,expensive,Staten Island,9:30,19:00,1,true
425,Pasta Paradise,Mexican,medium,Park Slope,9:30,21:00,1,true
426,Smokehouse BBQ,Indian,cheap,Manhattan,11:00,18:00,4,true
427,The Breakfast Nook,Japanese,cheap,Greenwich Village,10:00,21:00,4,false
428,Ocean Breeze Seafood,Indian,medium,Greenwich Village,9:00,19:00,1,true
429,Burger Haven,Indian,expensive,Astoria,12:00,19:00,3,false
430,Pizza Palace,Japanese,medium,Manhattan,9:00,20:00,5,false
431,The Coffee House,Mediterranean,medium,Greenwich Village,10:30,17:00,2,false
432,Taco Town,Chinese,cheap,Bronx,9:00,20:00,3,false
433,The Spice Route,Mediterranean,cheap,Park Slope,10:00,17:00,1,true
434,Green Leaf Salad Bar,Korean,cheap,Manhattan,10:30,17:00,2,true
435,The Breakfast Nook,Chinese,expensive,Harlem,9:30,20:00,1,false
436,Sushi Samurai,Chinese,cheap,Bronx,11:30,16:00,3,true
437,Taste of India,Korean,medium,Manhattan,12:00,16:00,1,true
438,The Hungry Owl,Indian,medium,Brooklyn,12:00,21:00,3,true
439,Burger Haven,Korean,medium,Park Slope,11:30,19:00,5,true
440,Sizzle Grill,Italian,medium,Bronx,11:00,17:00,5,true
441,Taco Town,Korean,cheap,Manhattan,12:00,20:00,3,false
442,Deli Delight,Korean,expensive,Williamsburg,10:30,18:00,1,true
443,Smokehouse BBQ,Korean,medium,Manhattan,11:30,17:00,3,false
444,Sweet Treats Bakery,Mediterranean,expensive,Staten Island,10:30,20:00,3,true
445,Smokehouse BBQ,Indian,expensive,Bronx,9:00,19:00,4,false
446,Deli Delight,Mexican,medium,Williamsburg,9:30,16:00,1,false
447,The Spice Route,Japanese,medium,Manhattan,11:30,18:00,5,true
448,Sweet Treats Bakery,Korean,medium,Bronx,9:00,18:00,2,false
449,Cafe Luna,Indian,medium,Harlem,9:30,18:00,5,false
450,The Hungry Owl,Korean,expensive,Queens,10:30,19:00,2,true
451,Green Leaf Salad Bar,Mexican,expensive,Brooklyn,11:30,21:00,1,false
452,Mama Mia's Pizzeria,Chinese,expensive,Greenwich Village,10:30,16:00,5,true
453,Cafe Luna,Mexican,expensive,Williamsburg,12:00,17:00,5,false
454,The Hungry Owl,Korean,medium,Astoria,9:30,20:00,1,true
455,Burger Haven,Italian,expensive,Park Slope,10:30,17:00,5,true
456,Burger Haven,Mexican,expensive,Harlem,10:00,18:00,5,false
457,The Hungry Owl,Mexican,cheap,Astoria,9:30,21:00,1,true
458,Green Leaf Salad Bar,Mexican,medium,Park Slope,9:00,17:00,3,false
459,The Hungry Owl,Mexican,medium,Astoria,11:00,20:00,3,true
460,Pasta Paradise,Japanese,expensive,Staten Island,10:30,17:00,1,false
461,Pizza Palace,Indian,cheap,Brooklyn,11:00,20:00,4,false
462,Wok n Roll,Mexican,cheap,Park Slope,9:00,19:00,3,true
463,Burger Haven,Japanese,cheap,Greenwich Village,9:00,21:00,4,true
464,Sweet Treats Bakery,Indian,medium,Queens,9:30,19:00,5,false
465,The Coffee House,Mexican,medium,Bronx,9:00,16:00,5,false
466,Mama Mia's Pizzeria,Chinese,expensive,Manhattan,11:00,17:00,2,true
467,The Spice Route,Mediterranean,medium,Bronx,9:00,21:00,5,true
468,Deli Delight,Chinese,cheap,Astoria,10:30,16:00,2,false
469,The Coffee House,Indian,expensive,Brooklyn,9:00,20:00,4,true
470,Taco Town,Italian,expensive,Williamsburg,10:00,16:00,3,true
471,Cafe Luna,Japanese,expensive,Williamsburg,10:00,20:00,3,false
472,Sweet Treats Bakery,Indian,cheap,Harlem,10:00,16:00,4,true
473,Mama Mia's Pizzeria,Italian,cheap,Greenwich Village,9:30,16:00,3,true
474,Mama Mia's Pizzeria,Mediterranean,medium,Park Slope,9:00,16:00,5,false
475,Deli Delight,Indian,cheap,Williamsburg,11:00,19:00,1,true
476,The Coffee House,Chinese,expensive,Harlem,11:00,20:00,3,false
477,Ocean Breeze Seafood,Mexican,cheap,Brooklyn,11:00,18:00,3,true
478,Pizza Palace,Italian,expensive,Manhattan,11:30,18:00,1,false
479,Sizzle Grill,Italian,cheap,Astoria,9:00,16:00,1,true
480,The Spice Route,Korean,expensive,Manhattan,9:00,21:00,4,false
481,Pasta Paradise,Korean,cheap,Queens,12:00,18:00,4,false
482,Deli Delight,Indian,cheap,Harlem,9:30,16:00,5,true
483,Wok n Roll,Chinese,cheap,Queens,10:30,19:00,2,true
484,Sizzle Grill,Indian,expensive,Williamsburg,11:30,16:00,4,false
485,Cafe Luna,Korean,expensive,Greenwich Village,10:00,20:00,4,true
486,Wok n Roll,Korean,cheap,Manhattan,10:00,19:00,1,false
487,The Spice Route,Chinese,medium,Brooklyn,11:30,18:00,1,true
488,The Coffee House,Italian,expensive,Park Slope,11:00,19:00,1,true
489,The Cheesecake Factory,Indian,cheap,Bronx,12:00,16:00,3,true
490,The Coffee House,Italian,medium,Brooklyn,12:00,17:00,1,true
491,Pasta Paradise,Korean,expensive,Staten Island,11:00,18:00,1,false
492,Sweet Treats Bakery,Japanese,expensive,Brooklyn,10:00,20:00,4,true
493,Deli Delight,Korean,expensive,Brooklyn,10:30,20:00,5,false
494,The Spice Route,Italian,expensive,Bronx,9:30,17:00,1,false
495,Pizza Palace,Mediterranean,cheap,Williamsburg,12:00,20:00,3,true
496,Green Leaf Salad Bar,Mexican,expensive,Queens,11:30,21:00,4,true
497,The Breakfast Nook,Mexican,medium,Manhattan,10:00,18:00,1,false
498,The Coffee House,Korean,cheap,Manhattan,11:30,18:00,1,false
499,Sushi Samurai,Italian,medium,Queens,9:30,19:00,1,true
500,The Hungry Owl,Korean,cheap,Williamsburg,9:00,20:00,2,false
501,Ocean Breeze Seafood,Italian,expensive,Queens,11:30,17:00,3,false
502,Pasta Paradise,Mediterranean,expensive,Harlem,10:30,20:00,2,true
503,Pizza Palace,Japanese,medium,Greenwich Village,12:00,20:00,3,false
504,Mama Mia's Pizzeria,Italian,cheap,Park Slope,12:00,19:00,3,true
505,The Breakfast Nook,Korean,medium,Bronx,12:00,17:00,4,false
506,Green Leaf Salad Bar,Korean,cheap,Park Slope,9:00,21:00,4,false
507,Green Leaf Salad Bar,Japanese,medium,Manhattan,9:30,17:00,4,false
508,Sweet Treats Bakery,Chinese,cheap,Williamsburg,11:00,18:00,5,false
509,Taco Town,Japanese,expensive,Bronx,10:30,18:00,1,true
510,The Breakfast Nook,Korean,expensive,Staten Island,12:00,18:00,4,false
511,Taco Town,Italian,cheap,Park Slope,10:00,20:00,2,false
512,The Breakfast Nook,Italian,medium,Brooklyn,11:00,18:00,3,true
513,Green Leaf Salad Bar,Chinese,cheap,Staten Island,12:00,18:00,5,false
514,Ocean Breeze Seafood,Mexican,cheap,Queens,11:00,17:00,2,false
515,Deli Delight,Italian,medium,Staten Island,11:30,16:00,5,true
516,Wok n Roll,Mexican,expensive,Greenwich Village,9:00,21:00,1,true
517,The Spice Route,Japanese,cheap,Manhattan,10:00,20:00,4,true
518,Mama Mia's Pizzeria,Italian,expensive,Bronx,10:30,19:00,5,false
519,Mama Mia's Pizzeria,Japanese,medium,Park Slope,9:30,16:00,2,false
520,Ocean Breeze Seafood,Korean,medium,Bronx,9:00,17:00,5,false
521,The Hungry Owl,Japanese,expensive,Greenwich Village,10:30,20:00,4,false
522,Green Leaf Salad Bar,Chinese,medium,Brooklyn,11:30,18:00,2,true
523,Pizza Palace,Mexican,cheap,Greenwich Village,11:00,20:00,1,true
524,Wok n Roll,Japanese,expensive,Harlem,9:30,18:00,1,false
525,Burger Haven,Mexican,medium,Park Slope,9:30,20:00,4,false
526,Burger Haven,Italian,medium,Brooklyn,9:00,17:00,1,true
527,Sushi Samurai,Japanese,cheap,Brooklyn,12:00,18:00,5,true
528,The Hungry Owl,Mexican,medium,Harlem,10:30,20:00,5,false
529,Green Leaf Salad Bar,Japanese,expensive,Staten Island,10:00,16:00,1,false
530,Deli Delight,Korean,expensive,Manhattan,12:00,20:00,5,false
531,Taco Town,Mediterranean,medium,Greenwich Village,11:30,19:00,1,true
532,Cafe Luna,Italian,medium,Harlem,11:00,18:00,4,false
533,Smokehouse BBQ,Korean,expensive,Greenwich Village,9:00,21:00,2,true
534,Pizza Palace,Indian,cheap,Brooklyn,11:00,16:00,5,false
535,Cafe Luna,Italian,expensive,Greenwich Village,12:00,20:00,3,false
536,The Coffee House,Mediterranean,cheap,Bronx,11:00,16:00,2,true
537,Mama Mia's Pizzeria,Chinese,cheap,Astoria,10:00,18:00,2,false
538,Cafe Luna,Korean,cheap,Williamsburg,10:30,17:00,2,true
539,The Breakfast Nook,Korean,expensive,Brooklyn,11:00,21:00,1,false
540,Sushi Samurai,Mexican,medium,Queens,11:30,19:00,4,true
541,Wok n Roll,Italian,medium,Staten Island,11:00,21:00,3,true
542,Sushi Samurai,Mediterranean,cheap,Queens,11:30,20:00,1,true
543,The Cheesecake Factory,Italian,cheap,Williamsburg,9:30,21:00,3,false
544,Smokehouse BBQ,Mediterranean,medium,Manhattan,11:30,19:00,5,false
545,Taste of India,Indian,expensive,Greenwich Village,9:30,20:00,5,false
546,The Breakfast Nook,Chinese,expensive,Astoria,10:30,18:00,4,false
547,Sweet Treats Bakery,Chinese,medium,Harlem,10:30,20:00,3,true
548,Deli Delight,Chinese,expensive,Williamsburg,11:00,16:00,5,true
549,The Spice Route,Korean,medium,Harlem,11:30,19:00,4,false
550,Ocean Breeze Seafood,Mexican,expensive,Williamsburg,9:00,20:00,5,false
551,Mama Mia's Pizzeria,Mediterranean,expensive,Bronx,12:00,18:00,4,true
552,Cafe Luna,Chinese,medium,Manhattan,10:30,20:00,5,false
553,The Breakfast Nook,Mexican,cheap,Queens,11:00,20:00,3,true
554,The Hungry Owl,Korean,expensive,Astoria,10:30,18:00,5,false
555,Green Leaf Salad Bar,Korean,cheap,Brooklyn,11:00,20:00,3,false
556,The Spice Route,Chinese,medium,Brooklyn,9:00,16:00,3,false
557,Wok n Roll,Italian,cheap,Manhattan,10:30,21:00,5,true
558,The Breakfast Nook,Mediterranean,cheap,Manhattan,12:00,16:00,3,false
559,The Hungry Owl,Italian,medium,Bronx,11:30,21:00,5,false
560,The Hungry Owl,Mediterranean,expensive,Park Slope,12:00,21:00,3,false
561,Sweet Treats Bakery,Korean,medium,Staten Island,9:00,16:00,3,false
562,Cafe Luna,Italian,cheap,Brooklyn,10:30,19:00,5,true
563,The Breakfast Nook,Mexican,medium,Greenwich Village,9:30,16:00,3,false
564,Ocean Breeze Seafood,Indian,medium,Manhattan,9:00,19:00,5,false
565,Deli Delight,Mexican,expensive,Park Slope,9:30,19:00,5,true
566,Pasta Paradise,Mexican,cheap,Park Slope,10:30,18:00,4,false
567,The Hungry Owl,Chinese,medium,Bronx,12:00,16:00,1,false
568,Green Leaf Salad Bar,Mediterranean,medium,Park Slope,11:30,19:00,5,true
569,Taco Town,Japanese,medium,Harlem,9:00,21:00,2,false
570,Smokehouse BBQ,Indian,cheap,Staten Island,9:00,20:00,5,true
571,Deli Delight,Mediterranean,medium,Park Slope,10:30,18:00,3,false
572,Sushi Samurai,Indian,expensive,Astoria,10:00,20:00,5,false
573,Sizzle Grill,Indian,medium,Williamsburg,9:30,19:00,3,true
574,Burger Haven,Mexican,medium,Greenwich Village,10:30,21:00,4,false
575,Burger Haven,Mexican,medium,Queens,10:00,17:00,4,true
576,The Spice Route,Japanese,medium,Harlem,11:30,16:00,5,true
577,Smokehouse BBQ,Italian,cheap,Park Slope,10:30,19:00,5,false
578,Deli Delight,Mediterranean,cheap,Queens,9:30,16:00,4,true
579,Burger Haven,Mexican,expensive,Park Slope,11:00,17:00,4,true
580,Sizzle Grill,Mexican,cheap,Bronx,9:30,19:00,5,true
581,Sushi Samurai,Mexican,cheap,Queens,9:00,16:00,5,true
582,Green Leaf Salad Bar,Korean,expensive,Bronx,10:00,17:00,1,true
583,Mama Mia's Pizzeria,Japanese,expensive,Bronx,11:00,16:00,5,true
584,Taco Town,Italian,cheap,Park Slope,12:00,17:00,1,false
585,Sizzle Grill,Japanese,medium,Bronx,11:30,20:00,4,true
586,Ocean Breeze Seafood,Mexican,cheap,Brooklyn,9:00,19:00,5,true
587,Mama Mia's Pizzeria,Chinese,medium,Harlem,9:00,20:00,4,false
588,Deli Delight,Japanese,cheap,Bronx,10:00,18:00,3,true
589,Smokehouse BBQ,Mexican,cheap,Greenwich Village,12:00,20:00,1,false
590,The Cheesecake Factory,Japanese,medium,Williamsburg,11:30,20:00,4,true
591,Taste of India,Korean,expensive,Williamsburg,12:00,18:00,3,true
592,The Coffee House,Chinese,cheap,Bronx,11:30,16:00,2,true
593,Green Leaf Salad Bar,Japanese,medium,Harlem,12:00,18:00,2,false
594,Sweet Treats Bakery,Mexican,medium,Park Slope,11:00,16:00,4,false
595,The Hungry Owl,Japanese,medium,Astoria,11:30,18:00,5,false
596,Pasta Paradise,Korean,medium,Staten Island,9:00,19:00,3,false
597,Burger Haven,Mediterranean,cheap,Bronx,11:30,17:00,5,false
598,The Breakfast Nook,Mediterranean,cheap,Bronx,11:00,20:00,5,false
599,Pizza Palace,Italian,cheap,Greenwich Village,11:00,16:00,2,true
600,The Coffee House,Japanese,expensive,Williamsburg,9:00,17:00,2,false
601,Taco Town,Chinese,medium,Queens,9:00,20:00,1,false
602,Pasta Paradise,Mediterranean,cheap,Bronx,11:30,16:00,3,true
603,Taste of India,Italian,cheap,Staten Island,11:00,17:00,3,true
604,Wok n Roll,Mexican,cheap,Staten Island,12:00,21:00,2,true
605,Sushi Samurai,Mediterranean,medium,Manhattan,11:00,20:00,4,false
606,Cafe Luna,Mexican,cheap,Bronx,11:00,20:00,3,true
607,The Breakfast Nook,Korean,cheap,Staten Island,12:00,21:00,2,true
608,The Breakfast Nook,Korean,cheap,Park Slope,10:00,21:00,2,false
609,The Spice Route,Mexican,medium,Astoria,11:30,17:00,2,true
610,The Cheesecake Factory,Mediterranean,expensive,Greenwich Village,12:00,18:00,5,true
611,Pizza Palace,Mediterranean,medium,Astoria,10:00,18:00,5,false
612,The Spice Route,Chinese,expensive,Brooklyn,10:30,19:00,1,true
613,The Spice Route,Mexican,medium,Astoria,12:00,21:00,2,false
614,Pasta Paradise,Japanese,medium,Williamsburg,9:30,19:00,4,false
615,Mama Mia's Pizzeria,Korean,cheap,Williamsburg,11:30,18:00,4,false
616,Sweet Treats Bakery,Chinese,expensive,Manhattan,9:00,19:00,1,true
617,The Coffee House,Mediterranean,cheap,Bronx,12:00,19:00,5,false
618,The Coffee House,Chinese,expensive,Staten Island,10:30,17:00,5,true
619,Taco Town,Mexican,expensive,Williamsburg,10:30,19:00,2,false
620,Mama Mia's Pizzeria,Mexican,medium,Queens,10:30,16:00,1,false
621,Ocean Breeze Seafood,Korean,expensive,Queens,9:30,21:00,4,false
622,The Breakfast Nook,Indian,expensive,Manhattan,10:00,20:00,4,false
623,Taste of India,Indian,medium,Queens,10:30,17:00,4,false
624,Sushi Samurai,Mediterranean,medium,Queens,10:30,20:00,3,true
625,Taste of India,Korean,cheap,Staten Island,9:30,17:00,3,false
626,Deli Delight,Korean,medium,Brooklyn,11:00,19:00,4,true
627,Pizza Palace,Mediterranean,expensive,Manhattan,10:30,16:00,5,false
628,The Breakfast Nook,Korean,medium,Astoria,10:30,20:00,2,true
629,Ocean Breeze Seafood,Mediterranean,expensive,Greenwich Village,10:00,17:00,4,true
630,Ocean Breeze Seafood,Mediterranean,medium,Williamsburg,9:00,18:00,1,true
631,Green Leaf Salad Bar,Italian,cheap,Staten Island,11:00,20:00,5,false
632,Cafe Luna,Italian,cheap,Staten Island,10:00,16:00,3,true
633,Sushi Samurai,Italian,cheap,Staten Island,9:00,21:00,5,false
634,The Hungry Owl,Korean,expensive,Bronx,9:30,16:00,2,false
635,The Breakfast Nook,Chinese,cheap,Harlem,11:30,16:00,3,true
636,Sizzle Grill,Mediterranean,cheap,Greenwich Village,9:00,18:00,1,true
637,Ocean Breeze Seafood,Japanese,cheap,Greenwich Village,9:00,21:00,3,false
638,The Cheesecake Factory,Chinese,expensive,Queens,11:30,17:00,2,false
639,The Breakfast Nook,Mexican,expensive,Greenwich Village,10:30,21:00,1,false
640,The Spice Route,Indian,medium,Manhattan,9:00,21:00,3,false
641,The Coffee House,Chinese,expensive,Staten Island,11:00,16:00,2,false
642,The Coffee House,Indian,expensive,Greenwich Village,10:00,20:00,3,false
643,Mama Mia's Pizzeria,Japanese,cheap,Astoria,10:00,17:00,4,true
644,Taste of India,Chinese,medium,Brooklyn,10:00,19:00,1,false
645,Wok n Roll,Chinese,medium,Greenwich Village,11:00,18:00,1,true
646,Sweet Treats Bakery,Korean,expensive,Astoria,12:00,17:00,3,true
647,Deli Delight,Chinese,cheap,Manhattan,10:00,19:00,3,false
648,Pasta Paradise,Japanese,medium,Brooklyn,11:30,20:00,2,false
649,Burger Haven,Italian,cheap,Brooklyn,10:30,19:00,5,true
650,Cafe Luna,Japanese,cheap,Park Slope,9:00,21:00,4,false
651,Deli Delight,Chinese,medium,Staten Island,11:30,21:00,4,true
652,Cafe Luna,Mexican,medium,Queens,12:00,20:00,5,true
653,The Hungry Owl,Italian,expensive,Harlem,11:00,18:00,4,true
654,Smokehouse BBQ,Japanese,cheap,Williamsburg,11:00,17:00,3,false
655,The Hungry Owl,Indian,expensive,Park Slope,11:30,18:00,4,false
656,Pasta Paradise,Japanese,cheap,Greenwich Village,9:00,19:00,5,false
657,Wok n Roll,Japanese,expensive,Staten Island,9:30,20:00,3,true
658,Pasta Paradise,Indian,expensive,Williamsburg,10:30,19:00,1,true
659,Smokehouse BBQ,Indian,medium,Astoria,10:30,17:00,3,false
660,Ocean Breeze Seafood,Chinese,expensive,Manhattan,10:00,18:00,4,true
661,Wok n Roll,Korean,cheap,Park Slope,12:00,17:00,4,false
662,The Coffee House,Mediterranean,cheap,Park Slope,9:30,18:00,4,false
663,Taco Town,Mexican,cheap,Park Slope,9:00,19:00,1,false
664,Sweet Treats Bakery,Indian,cheap,Astoria,9:00,17:00,4,true
665,Pasta Paradise,Korean,medium,Bronx,11:00,19:00,4,true
666,The Cheesecake Factory,Japanese,cheap,Staten Island,12:00,20:00,2,true
